source_id,parallax,phot_g_mean_mag,teff
6030020833890259584,0.20924864360819848,18.119045,5211.461
6030020833890275712,0.7741881905985394,18.651909,4227.391
6030020833890301056,0.5506875471983904,18.627102,4358.6724
6030020833913089536,0.44496931468541,18.61331,4220.981
6030020833925789696,0.3055829390012984,18.804281,4628.785
6030020838261717120,0.14954558173275437,18.733822,4410.302
6030020838261728896,0.5082229322180972,18.601994,4498.306
6030020838261756288,0.32275748324407066,18.135605,5563.8315
6030020838261757184,0.24418122386974905,18.669405,4612.9434
6030020838261826048,0.20977044938886785,18.407228,4477.035
6030020838261826304,0.3138048331218573,18.6744,4838.6274
6030020838261833344,0.20482766677211997,18.949703,4724.0684
6030020838261838976,0.014945551665595436,18.230812,4493.678
6030020838261846656,0.13570323387943786,18.445904,4135.382
6030020838261862400,0.23268549089388102,18.871616,4439.159
6030020838301512192,0.13264233069137812,14.044913,4783.4883
6030020838301513600,0.07390099645300342,16.54143,5308.6743
6030020838301513856,0.3903572985581005,15.94831,5664.607
6030020838301516544,0.10064163647016477,15.161467,5212.9487
6030020838301517952,0.12921831725886374,15.7083435,4842.313
6030020838301523456,0.47901205905890576,18.78787,4391.0205
6030020868250061312,0.9101295140362622,14.910186,5935.0044
6030020868250070144,0.07991260079101489,15.546175,4825.311
6030020868250776192,0.8384244573742772,17.664896,4354.155
6030020868250776832,0.4141216750603627,17.849804,4584.1387
6030020868255984768,0.7269882591991941,17.138163,4609.733
6030020868272811264,0.11686008648142589,18.424389,5127.477
6030020868272857856,0.31637645107584067,18.451233,4416.6836
6030020868272894848,0.319405904009521,18.349121,4092.939
6030020868272906752,0.0288197100798614,17.47341,5905.4385
6030020868272910976,0.12748471919641022,15.77624,5353.0195
6030020868272940672,0.17090111493560017,18.330343,4642.79
6030020872621495424,0.3359932012406023,17.838264,5133.468
6030020872621503104,0.03829052877415652,18.669172,5058.9688
6030020872621530368,0.06246563162882335,18.437395,4263.9185
6030020872621536256,0.0030962413427655135,18.958263,4545.616
6030020872621542016,0.2457891028015831,18.997395,4870.884
6030020872621544704,0.17698455461375207,18.847446,4954.153
6030020872621581440,0.17144361798547175,18.728558,4646.7983
6030020872661248512,0.28792201300332815,18.86741,4342.0356
6030020872661252480,0.29534511286216886,17.334236,4583.414
6030020872661253504,0.13649350880746405,15.531355,4862.1636
6030020872661253632,0.07601657570742373,15.366931,5098.437
6030020872661257344,0.14346817508182386,17.611837,4196.2183
6030020872661261568,0.15065209478642222,17.21299,4599.3237
6030020902609781504,1.0026732583208615,18.903858,4765.9155
6030020902609787648,0.13078661615093282,18.194199,4432.37
6030020902609797760,0.17809817198110273,15.648995,5132.377
6030020902609798016,0.20271808665981966,17.310413,4849.4985
6030020902611069440,0.22285699065162873,18.273659,4676.31
6030020902611069824,0.1898736356960348,18.59046,4261.8403
6030020902615721344,0.26834160591430267,17.527296,5107.32
6030020902632395008,0.17135259278928142,18.138481,4071.6152
6030020902645276544,0.11704011786935335,17.850233,4682.172
6030020902645280384,0.24663127762706974,18.459698,4628.732
6030020906981423616,0.3007662147389165,18.682156,4744.0356
6030020906981430528,0.33356514761550005,17.381859,4937.04
6030020906981462272,0.03736869811035549,18.962124,4308.953
6030020906981480960,0.046048856093407996,17.500822,4428.094
6030078833156006400,0.10242296647689089,18.579123,4605.5317
6030078837440500608,0.19617333516318636,18.787281,5029.5156
6030078837440501760,0.3475803300490996,18.628323,4420.7446
6030078837440509824,0.49472114451165894,18.943247,4253.104
6030078837440517760,0.42271235213321245,17.180971,4933.987
6030078837440525696,0.547070458476943,18.873924,4758.658
6030078837440526848,0.3688786864896131,18.829393,4587.537
6030078837440534144,0.12061511568892272,17.908453,4819.598
6030078837440539392,0.2054723705705564,18.628054,4584.003
6030078837440555136,0.46895467683588665,18.966406,4547.818
6030020936969549312,0.15669127040323358,17.0598,4867.083
6030020936969558016,0.7177901581256045,17.464762,4786.0205
6030020936969572096,0.25783897248181886,14.131921,4723.0464
6030020936969572224,0.5488485087047402,15.468622,5389.8413
6030020936969572352,0.1313061048984369,16.022337,4708.8774
6030020936969576704,1.7743613066170247,17.190895,4623.777
6030020936969576832,0.4056178643386493,18.38226,4659.1465
6030020936969910656,0.07179727442081527,16.074732,4976.4175
6030020936969910784,0.12528116115550167,16.914368,4929.7007
6030020937005022080,1.6807651907491563,18.991282,4788.002
6030020941341135360,0.33475079694159265,18.951927,4497.9033
6030020941341230464,0.092766644142353,17.09351,4871.095
6030020941341255040,0.5676486242750277,18.905098,3646.9192
6030020941341266048,0.41161787300677694,18.940884,4532.405
6030050009711441024,0.08123227700637749,17.092089,4755.4565
6030050039664198656,0.5629166416672329,18.390371,4013.5903
6030050039664206208,0.009294182510984288,17.670832,4639.8804
6030050039664208000,0.020237712842906607,18.445711,5117.733
6030050039664208256,0.2495825719476386,16.130026,6014.7056
6030050039664209152,0.0414029333115344,16.202606,4754.4907
6030050039694678912,0.317833083463104,18.43843,4570.0425
6030050043964583680,0.29211501345555146,18.73754,4293.647
6030050043964589568,0.1909010092612025,18.79346,4256.6475
6030050043964597120,0.030403703496344536,18.63605,4451.4316
6030078837440555648,0.7778990949708255,18.809729,4698.863
6030078837500244736,0.16551749870186888,17.597437,4907.812
6030020971329277952,0.06841769193438396,17.754694,5290.752
6030020971329298432,0.6418034886394668,16.295015,6596.3003
6030020971329298688,0.16316749207641465,18.611612,4782.165
6030020971329306240,0.3950689272730339,17.776962,4419.735
6030020971329308672,0.10785107784035353,17.917984,4590.268
6030020971352189696,0.043133717552012965,18.580385,4393.958
6030020971352208000,0.9523203171885496,18.78613,4455.199
6030020971352224896,0.8014192655681112,18.90444,4003.3357
6030020971352233344,0.3227032569809548,18.74953,4301.77
6030020971352238592,0.4900295346448593,18.980108,4226.9824
6030020975700726016,0.06266067217477814,18.228416,4206.7197
6030020975700746624,0.7614530758731831,17.905308,4253.2627
6030020975700764672,0.225502505767533,17.898546,4567.5415
6030020975700766208,0.46697079411706244,18.71303,4093.4514
6030020975700800768,0.4679372334599108,18.864122,5134.068
6030020975700803328,0.07320496884039,18.657537,4723.3447
6030050043964668032,0.2859303351019101,18.999315,4452.392
6030050043964678912,0.41351802941148885,17.631838,4447.582
6030050043964694144,0.02293502122280179,18.78489,4224.5977
6030050043964716672,0.36412335969053233,18.998919,4810.629
6030050043964720128,0.18454446623330747,18.39361,4430.3413
6030078867485304448,0.8381849285871262,16.4003,5259.5947
6030078867485321216,0.16904804019872993,16.890362,5320.7505
6030078867485330048,1.4640112247052315,13.107161,5751.2
6030078867485330304,0.24414488586751046,17.419298,5361.628
6030078867485341184,0.017481140092901873,16.044909,4871.948
6030078867485349248,0.3208753124760558,16.76252,5714.284
6030078867493055744,0.08848271058960482,17.484655,5022.1543
6030078867493166592,0.607276249951744,16.949308,5275.734
6030078867508026240,0.08762755234103581,18.557394,4704.273
6030078867515749888,0.20000295113391348,18.766346,5153.8833
6030020975700810880,0.625555521616053,16.775126,6012.0845
6030020975740465792,0.1989397923577864,17.866743,4345.6035
6030078871800251520,0.4495838662740168,18.76922,4231.2217
6030078871800255360,0.0756366263775824,18.772575,3904.8533
6030078871800258688,0.27069560174695995,18.936152,4615.684
6030078871800286720,0.14801169165815126,16.428915,5381.9316
6030078871800288896,0.04579117176689095,18.867172,4548.667
6030078871800296320,0.38941256138078395,18.604933,4703.369
6030078871800303872,0.2864990632550749,18.060822,4680.1187
6030020975740465920,0.10115474015664395,13.901391,5428.963
6030020975740467200,0.33812860041863935,16.652065,5396.325
6030020975740470400,0.1755601038009379,17.986496,4799.4233
6030020975740475136,0.29462980064182004,15.636669,4815.5938
6030021005689041408,0.1267157064220068,18.576668,4392.342
6030021005689053312,0.38652885241879775,17.982897,5144.1963
6030021005692464896,0.23505632348420238,17.665451,5131.6445
6030021005692482944,0.16380891604652925,16.407877,4995.027
6030021005692483072,0.4609999497206482,17.08067,6101.9995
6030021005693724416,0.30189693315618565,17.694912,4766.2637
6030021005693726208,0.11466996779208385,17.571888,4627.629
6030021005694938880,0.18458955136116456,18.088737,4232.876
6030021005694939520,0.30838939390335685,17.080698,5254.9478
6030021005729303808,0.002485206306783158,17.325483,4591.629
6030021005729305344,0.24288963381230116,17.96339,4780.3486
6030021005729306624,0.09969943963065764,18.307188,3968.2798
6030021005729307136,0.48193959563125205,18.805752,4032.75
6030021005729307264,0.630834137490782,18.749609,4396.875
6030021010060472704,0.18813673590382898,18.905771,4646.926
6030021010060498048,0.5395752740445078,18.903511,4475.8604
6030021010060502016,0.5569515629403575,18.545364,3840.534
6030021010060531072,0.20393531134532092,18.278038,4326.118
6030078871859973248,1.0874250772421634,18.527723,4695.619
6030078871859975808,0.9356136895305277,17.694757,5259.251
6030078871859983232,0.25467105989487226,14.830578,4672.0938
6030078871859984384,0.39068490109289084,18.041183,4581.4893
6030078871859987200,0.3215866448733429,18.320414,4439.493
6030078871887370496,0.3711854622550229,16.221956,5638.737
6030050044033152256,0.29164306976605253,17.344416,5058.624
6030050044033167232,0.11067530776642397,15.628076,4968.493
6030050044033181440,0.5941629612119427,15.244607,5873.185
6030050044033182592,0.38834401675601143,17.845367,4795.915
6030050044033187072,0.4605135029292199,18.006752,5149.8647
6030050044071152640,0.10734750028297368,18.440199,5241.5503
6030050044071203712,0.25257703174618545,18.509619,4525.1797
6030050074023943296,0.2102752489698086,18.100908,4424.464
6030050074023954304,0.25707330041596055,17.87986,4773.7397
6030050074023970176,0.5196561743445349,17.61534,5307.2466
6030021010060535168,0.1337117993309748,18.047377,4489.755
6030021010060536192,0.27947914974628363,18.874737,4180.805
6030021010060547584,0.3423560191317617,18.827343,4296.594
6030021010060554752,0.10300258302258206,18.10358,4518.522
6030021010060593792,0.30681946968272633,18.951885,4356.768
6030078871887378432,0.27765569767757864,17.273647,5186.638
6030078901845043584,0.10734283564019018,17.913925,3954.5637
6030078901845050112,0.06866135821918967,17.098768,4992.181
6030078901845054208,0.09805441892948422,16.915834,4881.798
6030078901845056384,0.3247497520681601,17.938843,4590.233
6030078901845063424,0.1142734595812501,18.090677,4038.4705
6030078901852902272,0.1953694532339119,16.041758,5336.9604
6030078901852902656,0.34408423022745493,17.610415,4810.9697
6030078901852903552,0.1962120297623842,18.454268,4251.3135
6030078906160040448,0.33850599713851637,18.667377,4649.802
6030050074023970304,0.5469860996647002,17.19671,5266.7344
6030050074028284928,0.3273871381514974,17.525707,4960.8237
6030050074032210048,0.30956807692428095,18.457481,4063.3242
6030050074032210304,0.6646227330008766,18.394419,4259.27
6030050074047349632,0.11694403249341509,18.126606,4785.5557
6030050078324427136,0.21788153066794783,18.971046,4281.661
6030050078324434304,0.2852635603710585,18.881176,4256.327
6030050078324442112,0.2549950159387827,18.709034,4407.615
6030021010100204928,0.29821053322082824,17.288193,5110.054
6030021010100214528,0.11166961234878148,15.9446335,4893.639
6030021010100218624,0.15766943587631485,15.947905,4781.5034
6030021040048783744,0.40026671456402907,16.202356,5312.686
6030021040048791040,0.32416236523517383,17.922083,4508.5312
6030021040049473664,0.49209447253380795,17.568344,5075.462
6030021040054675328,1.273786351840801,16.846443,4603.3276
6030021040084322560,0.4661961014473034,17.954979,4487.202
6030021040084322688,0.8651987559721945,18.770725,3749.4656
6030021040084323968,0.10537299390545764,18.908266,4769.57
6030021040084324864,0.5949751133065223,18.081736,4071.1323
6030021044420401920,0.07974431892077959,18.244692,5025.2847
6030021044420403712,0.07923764480451903,18.246563,4613.3433
6030021044420424192,0.20405220042582342,18.333984,5117.932
6030021044420459136,0.16937943326219856,18.470821,4507.737
6030021044420472448,0.4501272829530621,18.92992,4470.8896
6030021044420484992,0.008364436789937806,18.409492,4653.814
6030078906160081408,0.08283787284338792,18.661863,4572.1577
6030050078392922112,0.08004862258184173,15.9363365,5994.308
6030050078324463232,0.32379729622812903,18.28198,4039.1978
6030050078324468224,0.3371874319423649,18.162207,4326.2773
6030050078324486912,0.06451686058000758,18.828203,4536.3228
6030050078324496128,0.29549024224122294,17.894053,4647.7627
6030050078392902656,0.15920300943106244,18.367893,5783.609
6030050078392916224,0.5978775081140495,14.535462,6638.8306
6030050078392917632,0.09695110811708879,14.572424,5430.248
6030020907021005312,0.06443821055897996,16.549864,4845.3633
6030020907021015424,0.6062321942100903,16.989017,4985.507
6030020936969535872,0.34187014113413333,17.23105,4597.496
6030020936969545856,0.13764668731722973,16.607754,4801.6055
6030050078392937728,0.4186025480342498,18.135761,4712.3296
6030050078392937984,0.07808158328802847,18.107492,5401.2866
6030050108383696256,0.33460356597719754,18.396826,4536.9155
6030050108383696768,0.1405710391807415,16.152475,4737.165
6030050108383696896,0.08809641655015997,16.44985,4993.198
6030050108383698944,0.005249950154055551,16.405201,5321.7495
6030050108383704704,0.4875374467665362,17.980625,4857.012
6030050108383711104,0.5440826718906664,16.86868,5383.1436
6030050108388023552,0.27344490615720546,18.024908,4631.042
6030050108388025216,0.6758075486460267,18.511465,4455.018
6030050108391950080,0.41299040262666664,18.37533,4119.062
6030021044459958528,0.6211371385980734,18.587025,4493.8086
6030021044459963648,0.36530322672755294,18.927778,4267.4194
6030021044459976576,0.19438200172484826,17.277563,6341.5415
6030021044459979264,0.2022341633762326,18.802866,4605.1245
6030021044459980544,0.008012158403450875,17.706738,4934.1626
6030021044459986688,0.2404379156595135,18.757645,4322.0303
6030021044459989120,0.5717547451381582,17.211872,4752.849
6030050108414206848,0.34267178421707467,18.186571,4715.21
6030050108414207616,0.49708083741945075,18.986605,4039.8186
6030050112683972608,0.30663971394926454,18.477293,4695.191
6030050112683978624,0.17674307231827174,17.875038,4692.944
6030050112686566528,1.1554950974512075,17.938,5149.839
6030021044469104896,0.5187406659839209,16.478373,5679.0513
6030021074408542336,0.8423634064096149,18.42922,4121.1606
6030021074412001920,0.46947432076249795,16.63358,5223.6055
6030021074412042752,0.1204126072720447,15.2012205,4552.5366
6030021074414414848,0.6298526201756883,17.276478,4901.2427
6030021074437212672,0.3267091650750086,18.784222,4655.72
6030021074448733568,0.09440579928454287,18.736153,4608.4478
6030021074448733696,0.012239601292508662,18.35175,4440.0244
6030021074448734208,0.4683941131094572,18.59063,4302.089
6030021078780119552,0.31945491428055667,15.706908,5006.6562
6030021078780124672,0.2061497120923033,18.250849,4375.947
6030021078780128384,0.38302136773899587,17.426434,6193.993
6030078906219739136,0.7017922935792911,14.518504,5840.1587
6030078906219739520,0.336052310391029,13.647365,5011.353
6030078906219742720,0.3228225006149399,17.29857,4950.07
6030078936204831232,0.08110536191379542,18.417992,4207.9
6030078936204843392,0.3127062878222192,18.384546,4806.593
6030078936204846720,0.6609630156509126,17.614994,5529.2197
6030078936204852736,0.2435336062763728,17.733627,4433.8447
6030078936204868480,0.2651656517681904,17.518286,5023.8696
6030078936212642048,0.8569227126286285,17.213024,4873.96
6030078936212642560,1.4800197877845176,18.59828,3660.2996
6030078936227474176,0.5537007722239898,18.366953,4557.1797
6030021078780150912,0.4913568391655302,17.9292,5525.163
6030021078780156416,0.41738702658634025,17.79005,4949.3984
6030021078780227840,0.04813489526696975,18.785656,4232.0396
6030021078780236032,0.16043746679932522,18.445599,4554.689
6030078940519783424,0.2323373858016742,18.795628,4521.135
6030078940519801344,0.10106436642886059,16.105059,5234.0483
6030078940519802368,0.16933804638977473,18.464188,4401.947
6030078940519810944,0.05644936283946266,16.536737,4692.073
6030078940519811200,0.8037644069551881,18.909115,5005.6504
6030078940519822592,0.16967632339038344,18.771946,4306.1294
6030078940519828864,0.49185148359661673,18.77852,4154.779
6030078940519831424,0.3843488422003328,18.347408,4293.1616
6030078940519846656,0.22425550131059296,18.923096,4476.5166
6030050112686582784,0.2225774297059422,17.80285,5559.3433
6030050112752587136,0.7288069463383832,16.977703,4826.914
6030079004947230080,0.029897701126958495,18.907755,4173.591
6030021078819717248,0.14108416117499423,15.818121,4814.3965
6030021078819725824,0.39665610792472406,16.961134,4769.991
6030021108768235520,0.005854695908967747,16.797482,5350.6484
6030021108768238848,0.7298552753135749,18.072573,4061.4375
6030021108768248960,0.4537098289625301,18.105825,4239.8926
6030021108768254464,0.04645198835246604,17.59023,4773.2266
6030021108768946176,0.8459725760155103,16.88473,4852.913
6030078940579471488,0.4631499033958394,14.763238,5091.64
6030078940579484288,0.10050777550351411,18.36842,3965.5881
6030050112752595840,0.18692246365938675,15.601661,5274.2627
6030050112753390336,0.17369787820236915,17.570566,4985.031
6030050112753392256,0.08013447541019354,14.748718,5408.191
6030050142743454976,0.39848782843623876,16.648872,5081.046
6030050142743455104,0.07699067087991256,17.093615,5439.754
6030050142743461760,0.2243166972171575,17.41993,4947.8906
6030050142743463040,0.24074758370191915,18.033642,5165.812
6030050142743465600,0.1322844201862199,17.876541,4896.8613
6030050142743475456,0.2681540210127487,14.5824795,4508.64
6030050142747765888,0.19311210752715496,18.228407,4780.2515
6030050142747766272,0.09081452714115301,17.708597,4277.665
6030050142747767168,0.0815414689355837,17.55039,5038.1294
6030050142751689728,0.5369016243510393,18.477028,3881.8765
6030050142751689856,0.18358314755149416,18.755182,4790.226
6030050142751690112,0.10893349202458795,18.370083,3989.8706
6030050142773947008,0.4738233744650418,18.518543,4468.99
6030050142773951488,1.3848447618838737,18.466541,5410.2607
6030050147043675776,0.3888028753338107,16.75108,5622.0674
6030050147043719808,0.045155539110953234,18.57345,5546.0435
6030050147043729664,0.07299270427831833,18.577358,4315.231
6030050147043735552,0.12815001801821163,18.715714,4173.8384
6030050147043748096,0.2756540442113615,18.597485,5561.034
6030050147043770624,0.6961067563300417,18.696268,4601.743
6030021108768947968,0.1827194165201329,18.477873,4736.6294
6030021108769504256,0.27552850424780534,18.406036,4618.3604
6030021108774149248,0.5108226218902762,17.573828,4878.259
6030021108790766976,0.3916144137780392,18.793978,4568.989
6030021113139957504,0.3257678495971515,16.98097,5370.9434
6030021113139971328,0.22394371371066138,18.697615,4759.6772
6030021113139995136,0.6472559013943131,18.803427,4000.0952
6030021113140007808,0.5479242461819763,18.536734,4323.0747
6030078940606882432,0.35793143253621246,18.073505,4463.2334
6030078940606882816,0.31504526717277925,18.01257,4399.323
6030078970564554496,0.19941365447639875,18.2029,4479.3877
6030078970564568832,0.24350815420697755,18.128176,4367.597
6030078970564587392,0.13436071683912917,16.725399,4738.4185
6030078970564587520,0.4058493552740301,16.744276,5387.8237
6030078970564592896,0.4711333309372084,16.431973,5612.625
6030078970564616832,0.07952439694402284,15.726197,4973.7603
6030078970572382976,0.43999209095173775,18.486652,4188.798
6030078970572383232,0.06787073442093405,18.021276,4527.8037
6030078974882150272,0.02568810178062403,18.513592,4323.1934
6030050147043788288,0.395418955405009,18.993635,3940.2896
6030050147043811456,0.6477202611816111,18.892187,4304.5835
6030050147112346368,0.45414825443691936,16.24782,5348.5986
6030050147112358144,0.4251146376305014,17.43539,5338.827
6030021113140045056,0.23208633187187655,18.837126,5151.496
6030021113140074368,0.24780844559499796,18.459766,4227.1543
6030021113179461504,0.20359294538230346,16.623787,4954.2725
6030021113179470080,0.15440047585645708,18.32616,4024.4456
6030021113179472640,0.12305624677245208,15.285675,4547.1787
6030078974882239616,0.28803244110931214,18.616438,4599.1724
6030078974882244992,0.6604178578840504,18.094408,4270.799
6030078974882254080,0.15733772899505116,16.239809,4830.002
6030078974886056704,0.4189128757503112,15.856449,5731.671
6030078974939200768,0.19382302160496884,18.18832,4775.394
6030078974939636736,1.1667998001394437,15.760976,5288.127
6030050147112369920,0.4671010028530502,17.18671,4736.6396
6030050147143632768,0.2747654810167213,18.872599,4406.425
6030050177103191808,0.20293215872961584,17.810444,5016.514
6030050177103204096,0.25100450343852587,17.987587,4402.157
6030050177103208064,0.10981256859834082,18.660847,4132.046
6030050177103209088,0.8671651417920031,17.4359,5383.56
6030050177103214080,0.48033503192789484,18.36517,4774.7515
6030050177107503616,0.3340860564024153,18.219206,5132.152
6030050177107506688,0.35779387547425,18.520529,3586.941
6030050177111425792,0.09069437456182257,18.260265,4345.3696
6030050177126651008,0.5938135956176971,18.50968,3878.3064
6030050177126676096,0.20825272166906414,18.628714,4382.9624
6030050181403568512,0.6708585387723467,18.754072,4176.162
6030021113179480320,0.5090619881977265,18.296227,4422.9487
6030021113179481344,0.15093918370933274,16.03778,6009.4478
6030021113179489920,0.2657183519142378,17.210197,4910.464
6030021113179495808,0.03491036528738642,15.39989,4951.241
6030021143127998336,0.4522427292381905,16.292164,4808.443
6030021143128023040,0.10579090847645022,15.869348,4493.683
6030021143128024448,0.4218157070588512,16.289392,5755.4736
6030021143129243520,0.22394997145859108,18.456957,4385.444
6030021143129249152,0.22949299312697247,18.159958,4741.005
6030021143163451904,0.2881513439965174,17.530514,4781.7764
6030021143163532672,0.6535723313341909,18.544403,4104.0854
6030021143163533184,0.3973170841905083,18.583176,4949.817
6030021147499708800,0.09268197453347854,18.697695,4890.814
6030021147499726336,0.28020701754751964,18.135931,4394.3174
6030078974939655552,0.6414456239617627,16.764376,5286.1885
6030078974966586752,0.049435095599410575,16.97655,4733.2344
6030078974966633472,0.03910130114924147,18.909367,5067.9473
6030079004924382336,0.16953823681576102,16.399448,5363.035
6030079004924405632,0.27563745607964896,17.945263,4431.071
6030079004928128640,0.10955972121144507,18.241987,4818.2515
6030079004928128768,0.0820477942975473,17.910843,4437.7993
6030079004932122624,0.25649538039896136,17.584446,5122.441
6030079004947179136,0.7709450901982399,17.702288,5555.3926
6030079004947195264,0.48388973598095414,18.788895,4329.799
6030050181403589632,0.20429991504032485,18.53954,4631.9297
6030050181403620736,0.08074074876423501,18.160322,4815.8584
6030050181403668864,1.3486547016570023,18.084562,3947.5232
6030050181403670912,0.4825206088989707,18.561605,4388.0205
