pl_rade,pl_bmasse,st_teff,pl_eqt,st_mass,sy_dist,st_met
1.13,1.258,3437.0,722.0,0.48,22.4467,-0.12
2.61143902,15.2,5801.0,723.33,1.0022,91.9362,0.019
1.672,4.82,3185.0,326.0,0.249,30.5212,-0.07
1.173,2.32,4975.0,944.2,0.715,78.7415,-0.31
2.224,2.95,4975.0,819.8,0.715,78.7415,-0.31
1.6759955,9.0,3776.0,506.07,0.4518,37.4418,-0.062
1.28,3.21,3496.0,682.2,0.339,24.7399,-0.04
2.064,6.64,3496.0,337.5,0.339,24.7399,-0.04
2.18,7.32,3709.0,734.0,0.471,51.9503,0.0
2.47,7.24,3709.0,373.0,0.471,51.9503,0.0
4.15964583,16.5,5133.0,811.14,0.9154,121.84,0.287
11.88154,270.47333,5597.0,918.0,0.947,152.892,0.078
14.067295,797.7533,6255.0,1404.5,1.351,336.267,0.28
15.46842,556.2025,6003.0,1493.0,1.249,336.267,0.235
21.01683881,731.0053361,7300.0,2492.0,1.79,225.888,-0.1
14.414774,375.0394,5404.0,1588.0,0.948,355.683,0.24
14.19902343,387.0,5982.0,1493.97,1.5055,336.608,0.343
13.887951,314.6517,5948.0,1619.0,1.517,336.608,0.329
16.690201,387.7526,6495.0,1669.0,1.4352,411.719,0.22
1.79,4.91,3550.0,924.0,0.502,35.2736,0.23
1.749,10.14,3472.0,920.0,0.451,35.2736,0.19
2.2963977,13.0,5497.0,1285.16,0.9867,111.276,0.274
2.06,41.31769291,6170.0,1062.0,1.21,168.067,0.09
11.06326395,200.23189641,6170.0,684.0,1.21,168.067,0.09
1.7,3.09,3434.0,1069.0,0.495,37.6153,-0.13
1.468,3.03,3575.0,1062.0,0.454,37.6153,0.3
1.7,3.78,3434.0,1069.0,0.495,37.6153,-0.13
1.459,3.43,3461.0,1052.0,0.46,37.6153,0.14
12.172974,251.40353,5880.0,1715.0,1.147,407.84,0.24
3.56505068,14.6,5642.0,703.49,0.9581,111.445,0.052
5.3422266,31.3,5058.0,943.19,0.853,124.68,0.131
2.03,5.5,3650.0,590.0,0.54,45.1309,0.0
1.9,6.36,3690.0,698.0,0.513,45.1309,0.0
3.09,48.8,3185.0,489.0,0.255,64.9172,0.336
3.24,56.6,3168.0,533.0,0.27,64.9172,0.19
5.15,18.4,5730.0,730.0,0.99,81.2271,0.12
5.20315158,22.4,5684.0,602.99,1.0258,81.2271,0.147
10.816685,1722.6386,5645.0,1198.0,1.128,342.831,0.148
3.29206019,10.4,5743.0,782.98,1.0378,100.727,0.159
5.05,26.78,3980.0,767.0,0.646,60.798,0.25
2.44,12.8,5807.0,1076.0,1.08,88.9482,0.138
3.18175535,12.3,5636.0,1099.79,1.0373,88.9482,0.148
3.05,11.9,5670.0,1186.0,1.06,88.9482,0.13
2.36507598,9.7,5815.0,694.09,1.0861,72.8871,0.193
1.39,57.0,3985.0,831.0,0.58,99.5561,-0.26
2.12,14.0,3985.0,673.0,0.58,99.5561,-0.26
2.52,15.0,3985.0,533.0,0.58,99.5561,-0.26
2.9507845,19.5,5970.0,651.64,0.9382,113.335,-0.373
2.47852533,16.6,5621.0,1005.43,0.9483,226.671,0.026
3.5573684,6.9,5151.0,551.44,0.8253,96.6215,-0.02
3.12029598,15.0,3930.0,387.96,0.5666,40.0654,0.082
3.14,10.8,4065.0,443.0,0.606,40.0654,0.05
3.06,6.8,3972.0,433.0,0.61,40.0654,0.1
8.04728896,96.0,5284.0,707.89,0.9218,149.234,0.162
1.21612741,1.4,5785.0,1269.21,0.9196,44.647,-0.193
1.152,1.5,4316.0,1040.0,0.65,62.699,-0.23
1.669,4.77,4316.0,873.0,0.65,62.699,-0.23
2.572,3.01,4316.0,690.0,0.65,62.699,-0.23
2.207,3.86,4316.0,600.0,0.65,62.699,-0.23
2.287,7.72,4316.0,521.0,0.65,62.699,-0.23
2.87,3.94,4316.0,470.0,0.65,62.699,-0.23
16.14093221,222.4798849,5991.0,1927.0,1.507,229.067,0.373
3.29701268,8.7,5631.0,992.91,0.9698,155.791,0.035
2.38506569,6.5,5106.0,734.31,0.8543,113.181,0.073
1.39939037,5.6,5106.0,1935.83,0.8543,113.181,0.073
1.42238884,4.0,5698.0,922.72,0.9406,62.1274,-0.064
2.079,5.738,3863.0,493.7,0.556,30.6796,-0.19
1.96061882,16.0,3748.0,431.03,0.5051,30.6796,0.154
1.49681583,2.44,4914.0,1694.1,0.8048,42.5775,0.044
6.9559,46.1687,4994.0,895.1,0.822,96.2338,0.272
11.14172682,308.9292116,4766.0,962.2,0.817,128.23,0.306
12.778238,731.0053361,5734.0,1375.0,1.04,248.504,0.14
7.5406241,67.4,4927.0,423.63,0.8414,71.6456,0.243
2.7438269,16.0,5165.0,528.67,0.8801,59.4314,0.124
8.28055741,24.7,6237.0,889.51,1.2518,191.649,-0.136
8.00321222,38.45723725,6380.0,966.0,1.307,191.649,-0.101
2.59987579,8.0,6237.0,2007.6,1.2518,191.649,-0.136
12.3485023,89.4,6039.0,1199.55,1.4643,223.465,0.332
3.46,73.2,4985.0,1479.0,0.837,165.105,0.11
18.49481816,360.09958513,5359.0,1701.0,0.987,176.833,0.399
9.39553231,129.0,6241.0,674.54,1.2484,79.6682,-0.095
11.09689089,212.94503269,3926.0,378.0,0.632,128.438,0.28
12.89035,209.7678,3841.0,362.0,0.627,128.438,0.31
13.97759893,638.83509807,5814.0,2097.0,1.072,415.135,0.196
13.67495645,7024.0077947,7700.0,2290.0,1.86,515.603,-0.01
2.7,11.0,5611.0,1488.0,1.082,175.713,0.439
8.14,81.7,5611.0,1038.0,1.082,175.713,0.439
11.298672,133.4886,6394.0,759.0,1.316,113.825,0.24
11.81426566,408.7273314,5929.0,400.2,1.112,109.19,0.168
3.309,9.2,3297.0,530.9,0.3041,47.3444,-0.31
3.39,16.4,3194.0,512.0,0.342,47.3444,0.05
5.33275337,34.4,5626.0,917.46,1.1832,198.007,0.409
12.52043144,1398.4449908,5880.0,1167.0,1.32,335.985,0.18
11.89272852,1144.1822652,5977.0,1166.0,1.199,335.985,0.15
2.77062554,16.1,5192.0,687.68,0.8557,41.9091,0.02
3.69441587,55.0,5192.0,543.16,0.8557,41.9091,0.02
3.43087751,29.0,5192.0,457.68,0.8557,41.9091,0.02
3.6831179,37.0,5081.0,300.33,0.9027,126.46,0.339
1.25,4.1,3759.0,347.0,0.44,41.9176,-0.24
1.33,7.4,3759.0,297.0,0.44,41.9176,-0.24
13.57407563,263.79757781,5627.0,1397.0,0.961,236.705,0.07
15.098497,1595.49860314,6540.0,3646.0,1.453,262.041,0.068
2.122,6.8,3131.0,384.0,0.211,32.1755,0.39
2.08874836,4.5,5968.0,780.53,1.0251,36.578,-0.07
2.69,9.13,4580.0,666.0,0.744,22.6202,0.12
7.27,41.89,4580.0,306.0,0.744,22.6202,0.12
2.2,4.7,3373.0,378.0,0.3272,33.3631,0.02
2.09,15.0,3366.0,403.0,0.34,33.3631,-0.02
2.19,6.37,3342.0,395.0,0.34,33.3631,0.03
3.05,24.0,5659.0,722.0,0.94,77.682,-0.12
12.41899699,1767.0,6200.0,1363.43,1.7169,224.731,0.285
11.98240037,1671.77742082,6177.0,1484.0,1.72,224.731,0.247
14.35870428,899.45439181,6630.0,1802.0,1.516,303.006,0.282
16.28664896,292.40213444,6280.0,1580.0,1.233,296.46,0.011
10.76062147,260.61929374,5673.0,1188.0,1.12,198.473,0.47
11.29,200.0,5026.0,497.0,0.874,177.945,0.32
7.69,30.0,5026.0,628.0,0.874,177.945,0.32
11.32107051,875.61726129,5695.0,348.0,1.111,116.685,0.253
19.83989584,298.75870258,5966.0,1763.0,1.082,337.064,0.027
3.51,26.0,5634.0,1860.0,1.032,259.947,0.14
3.03,13.8,5298.0,805.0,0.825,90.7402,-0.217
11.1529358,203.41018048,6101.0,1259.0,1.296,373.345,0.181
14.36991326,502.16888306,6248.0,1688.0,1.343,355.59,0.119
1.74,19.5,3491.0,284.0,0.454,42.409,-0.05
16.47720163,278.09985612,5730.0,747.0,1.168,126.279,0.316
9.97599282,50.85254512,5525.0,842.0,0.95,231.782,0.09
11.2089807,1900.61387386,5581.0,799.0,0.99,313.996,0.22
8.60849718,71.51139158,5306.0,1091.0,0.954,219.614,0.344
10.83908434,206.58846455,5360.0,1000.0,0.897,210.915,0.1
10.42435205,2955.8041851,5651.0,860.0,1.041,508.686,0.3
6.81,56.64,4802.0,885.0,0.75,134.655,0.15
11.72459381,1830.69162432,3707.0,624.0,0.645,211.247,0.501
1.402,3.4,5059.0,1311.0,0.79,80.5407,-0.114
2.18,6.7,5059.0,696.0,0.79,80.5407,-0.114
11.48920522,624.85064816,3943.0,889.7,0.635,191.51,0.332
2.86,15.6,3100.0,449.0,0.166,55.419,-0.26
9.86390302,953.485221,5808.0,1080.0,1.118,557.733,0.32
10.36830715,105.83685953,5607.0,1534.0,1.131,327.927,0.19
1.52,2.68,3433.0,458.0,0.428,22.0337,-0.39
2.363,4.8,4375.0,519.0,0.642,23.9258,-0.29
9.60609646,124.90656395,5730.0,414.0,1.034,148.987,0.18
2.83,13.31,6005.0,1509.4,1.05,112.958,-0.1
11.14172682,1531.93292174,7360.0,1595.0,1.859,285.289,0.094
6.06,34.62,5905.0,1443.0,1.12,275.265,0.167
11.2089807,203.41018048,5831.0,1100.0,1.007,438.842,0.06
11.54525012,743.71847238,5802.0,636.0,1.11,296.271,0.1
11.25381662,415.40172795,4870.0,338.0,0.771,184.986,0.08
10.92875618,63.88350981,5611.0,1352.0,1.13,504.775,0.241
7.16253867,43.86032017,6095.0,1027.0,1.407,76.9028,0.175
13.64132951,260.61929374,5771.0,1431.0,1.063,361.857,0.191
17.37392009,200.23189641,6120.0,2410.0,1.33,379.253,0.26
14.4595851,79.45710175,5936.0,1456.0,1.215,566.189,0.158
12.07207221,69.28659273,5760.0,1445.0,1.15,373.675,0.13
12.10569916,1112.3994245,5579.0,592.0,0.93,200.273,0.12
1.47291596,3.3,4050.0,438.59,0.5485,20.1852,-0.211
1.71,4.23,4026.0,493.0,0.616,20.1852,-0.47
18.10250383,122.6817651,6100.0,1387.0,1.16,344.045,-0.15
2.77,8.8,3514.0,531.0,0.3917,57.0225,-0.29
1.206,1.58,3506.0,581.0,0.386,22.4793,-0.2
2.355,6.15,3506.0,488.0,0.386,22.4793,-0.2
2.133,4.78,3506.0,387.0,0.386,22.4793,-0.2
13.72,228.0,5665.0,1603.0,1.07,597.873,0.3
17.26183028,139.84449908,5764.0,1205.0,1.063,350.343,0.239
18.11371281,309.88269682,6280.0,1893.0,1.118,494.818,-0.105
15.27784069,225.65816897,5721.0,1376.0,0.977,312.674,-0.02
12.84549188,117.59651059,5910.0,1471.0,1.135,460.995,0.233
1.42,4.53,5152.0,979.0,0.832,59.2293,-0.05
1.88,3.72,5152.0,475.0,0.832,59.2293,-0.05
13.4,638.0,5940.0,1358.0,1.03,527.789,-0.11
16.43236571,197.05361234,5760.0,1596.0,1.12,389.916,0.085
7.16,68.2,6177.0,2155.0,1.29,485.219,0.35
11.39953337,211.35589065,3388.8,604.0,0.3939,72.811,0.264
3.82,30.3,5068.0,1722.0,0.861,300.141,0.138
4.94057819,40.4,5614.0,1213.02,1.0678,284.388,0.205
3.2,57.2,5251.0,1871.0,0.88,222.852,0.256
15.55806521,176.07693748,5850.0,1616.0,1.041,285.895,-0.103
12.97999965,721.47048389,5609.0,1488.0,1.016,217.193,0.148
12.22899794,530.77343969,5706.0,1264.0,1.186,277.899,0.387
3.22,8.97,5844.0,1102.0,1.023,96.7224,0.03
5.3,26.4,4969.0,899.0,0.78,197.906,-0.01
8.29464572,82.63538582,3870.0,690.0,0.63,130.091,0.4
8.29464572,77.2323029,3865.0,711.0,0.635,130.091,0.549
13.08088048,311.47183886,5950.0,1534.0,1.199,396.378,0.262
12.59889431,324.18497514,5321.0,801.0,0.867,176.436,0.071
11.32107051,222.4798849,3660.0,750.0,0.53,112.71,0.1
11.14172682,218.98377242,3652.0,764.0,0.522,112.71,0.39
12.0,85.3,3913.0,759.0,0.64,181.139,0.0
5.14,14.95,3576.0,582.0,0.52,79.7634,0.099
18.49481816,330.54154328,5772.0,1646.0,1.181,421.745,0.278
13.13692538,352.78953177,5859.0,1633.0,1.242,558.141,0.273
10.87271128,187.51876013,5905.0,1178.0,0.89,311.705,-0.26
6.43,32.59,3180.0,441.0,0.298,43.1448,0.04
6.0,16.5,3269.0,463.0,0.2813,43.1448,0.23
15.22179579,270.15414595,6000.0,1519.0,1.138,417.365,0.021
15.15454191,279.68899816,6000.0,1504.0,1.138,417.365,0.021
15.27784069,260.61929374,6000.0,1531.0,1.138,417.365,0.021
14.28024141,129.03833324,5725.0,1512.0,1.088,465.992,0.187
12.31866979,1233.17421916,6100.0,1198.0,1.208,604.591,0.175
12.27383387,55.61997123,5975.0,1295.0,1.254,516.087,0.182
7.9,44.0,3476.0,563.0,0.49,108.883,0.18
3.02,11.0,4960.0,1441.0,0.88,177.504,0.37
5.93,20.31,4960.0,907.0,0.88,177.504,0.37
6.18,38.15,4960.0,650.0,0.88,177.504,0.37
1.32,2.08,3392.0,584.0,0.408,31.0597,-0.02
2.08,6.57,3392.0,368.0,0.408,31.0597,-0.02
13.04725353,232.01473711,6060.0,1458.0,1.178,301.676,0.237
1.362,13.71,6169.0,1241.0,1.098,62.7792,-0.08
2.328,9.72,6169.0,931.0,1.098,62.7792,-0.08
12.28504285,731.0053361,6096.0,605.1,1.23,319.632,0.14
13.57407563,457.67290608,6202.0,1570.0,1.313,334.993,0.182
13.30506009,136.66621501,5281.0,1074.0,0.905,205.387,0.168
16.11851425,365.50266805,6860.0,1669.0,1.572,423.84,0.317
12.66614819,816.81900599,3926.0,750.0,0.626,189.011,0.433
12.69,825.0,3920.0,739.0,0.63,189.011,0.3
13.67495645,788.21444936,3794.0,725.0,0.61,189.011,0.52
2.68,7.17,5325.0,981.4,0.852,74.7969,-0.02
2.64,6.7,5291.0,922.0,0.833,74.7969,-0.044
5.09,14.1,5291.0,635.0,0.833,74.7969,-0.044
5.09,16.42,5325.0,673.6,0.852,74.7969,-0.02
1.28,3.07,4850.0,1862.0,0.78,32.5686,0.2
3.29,9.9,4850.0,633.0,0.78,32.5686,0.2
11.2089807,95.3485221,6219.0,904.0,1.19,261.834,0.1
2.52,5.4,3422.0,435.0,0.368,30.0346,-0.19
13.26022417,252.35575516,5640.0,1395.0,1.056,173.117,0.25
12.17,637.0,5433.0,705.0,0.949,193.499,0.05
12.53,732.0,6096.0,318.0,1.192,339.605,0.08
6.8,959.84178914,5170.0,347.0,0.89,216.056,0.16
9.42,2946.26933289,5170.0,191.0,0.89,216.056,0.16
11.67975789,4096.80816623,6264.0,1677.0,1.765,225.643,0.342
12.44196858,734.18362017,6058.0,1472.0,1.242,328.802,0.207
2.85372018,20.8,6174.0,1198.94,1.2793,54.5306,0.164
11.09691,486.2799,5735.0,1370.0,1.14,179.366,0.26
8.47398941,212.94503269,3390.0,624.0,0.3357,80.1423,0.3
8.7,86.7,3260.0,694.0,0.34,80.1423,0.27
12.87,227.0,5805.0,894.0,1.03,299.89,-0.13
8.54124329,88.99195396,5640.0,717.6,1.005,329.304,0.165
1.166,1.42,4440.0,1617.0,0.74,47.3924,0.12
6.25,32.7,5749.0,1040.0,0.97,207.891,0.15
10.76062147,642.01338214,5909.0,1056.0,1.02,204.429,-0.15
3.48935569,16.14568308,4780.0,550.0,0.789,82.857,0.082
3.2,16.0,5070.0,615.0,0.8,82.857,0.2
6.6,32.0,5808.0,1180.0,1.1,130.919,0.2
11.98240037,921.7023803,6160.0,976.0,1.469,392.259,0.065
1.54,3.57,5277.0,1009.0,0.74,67.3975,-0.11
11.88151954,1036.12060682,6300.0,906.0,1.24,390.484,0.12
11.54525012,147.15455244,3322.0,687.0,0.335,115.557,0.27
11.87031056,166.85991368,3354.0,754.0,0.372,115.557,0.265
11.6,343.0,3430.0,737.0,0.392,86.4493,0.0
9.86,657.0,4230.0,783.0,0.739,377.483,0.41
12.778238,743.71847238,6500.0,1772.0,1.389,609.388,-0.104
11.9,170.4,3586.0,675.0,0.54,162.229,-0.03
9.30345398,127.1313628,3659.0,565.0,0.53,148.762,0.376
13.5292397,1080.6165838,6240.0,1682.0,1.483,629.161,0.03
13.09208946,1182.32167404,6240.0,1648.0,1.483,629.161,0.03
13.19297028,1160.07368555,6240.0,1655.0,1.483,629.161,0.03
5.82,61.5,3927.0,867.0,0.639,135.047,0.338
10.60369574,130.94530368,3747.0,689.0,0.612,138.367,0.425
9.7,135.0,3770.0,679.0,0.59,138.367,0.48
10.3,58.7,6000.0,947.0,1.146,130.855,0.09
3.52,11.8,6000.0,1242.0,1.146,130.855,0.09
2.018,2.89,4169.0,999.0,0.631,41.1166,-0.17
11.30986153,419.53349724,5700.0,441.0,0.89,348.849,-0.21
12.17295304,1147.36054927,6466.0,1061.0,1.349,402.63,-0.004
12.22899794,1910.14872607,5925.0,1180.0,1.026,233.266,-0.069
1.45,3.2,5326.0,2480.0,0.805,85.799,-0.41
1.425,2.0,5372.0,2310.0,0.806,85.799,-0.4
1.45661206,3.0,5342.0,2134.77,0.7601,85.799,-0.303
2.91,5.39,5372.0,800.0,0.806,85.799,-0.4
2.92706747,6.9,5342.0,738.68,0.7601,85.799,-0.303
2.9,7.0,5326.0,860.0,0.805,85.799,-0.41
2.72148317,11.0,5342.0,552.84,0.7601,85.799,-0.303
2.82,13.2,5372.0,598.0,0.806,85.799,-0.4
2.55,12.6,5372.0,415.0,0.806,85.799,-0.4
10.78,624.0,3996.0,939.0,0.666,390.415,0.14
10.42,588.0,3896.0,837.0,0.556,306.144,-0.27
11.43318,464.98529,5640.0,1714.0,0.998,199.581,0.143
4.91,20.0,5485.0,513.0,0.905,165.393,0.0
10.3,124.0,3713.0,742.0,0.6,226.318,0.47
1.09,4.3,3325.0,708.0,0.383,35.8256,0.03
8.54,73.0,6235.0,1040.0,1.23,192.475,0.08
1.03,4.0,3075.0,707.0,0.23,23.1008,0.3
13.67495645,371.85923619,6110.0,1890.0,1.31,364.715,0.28
11.92,254.0,3635.0,714.0,0.514,117.992,-0.09
6.41,78.5,6110.0,1439.0,1.291,179.147,0.124
14.3474953,333.71982735,6110.0,1750.0,1.31,220.882,0.28
18.97680433,138.25535705,6850.0,1666.0,1.449,360.408,-0.1
9.2362001,96.30200732,6400.0,1388.0,1.313,123.297,0.09
11.88154,2011.8639,6250.0,1586.0,1.311,178.68,0.258
19.2794468,181.16219199,6460.0,1816.0,1.536,341.997,0.072
19.851139,279.6904,6460.0,1749.0,1.536,341.997,0.072
10.98480109,235.19302118,5463.0,833.0,0.97,320.527,0.36
2.27,4.45,3681.0,674.0,0.514,64.2308,0.07
2.26,3.65,3681.0,553.0,0.514,64.2308,0.07
1.92,5.2,3681.0,482.0,0.514,64.2308,0.07
5.09,61.0,5940.0,1493.0,1.323,212.128,0.225
2.6,9.8,5600.0,1235.0,0.9,142.867,-0.06
2.58606487,10.0,5597.0,1124.85,0.9245,142.867,0.001
5.25,23.6,3514.0,635.0,0.42,46.0851,0.17
13.11453,392.83788,6295.0,1252.0,1.181,141.812,0.0
1.992,5.72,5585.0,1055.8,0.956,75.2092,-0.04
2.5,10.5,5278.0,641.0,0.8,60.3418,-0.27
8.33948164,79.77493016,3266.0,555.4,0.442,98.4458,0.357
2.28,9.79,5450.0,1038.0,0.917,95.1274,0.01
2.63,9.32,5450.0,800.0,0.917,95.1274,0.01
1.798,5.0,3725.0,520.0,0.542,27.1701,-0.21
1.85,4.0,3709.0,514.0,0.544,27.1701,-0.2
2.047,6.9,3725.0,420.0,0.542,27.1701,-0.21
2.02,5.3,3709.0,415.0,0.544,27.1701,-0.2
15.4,878.0,6643.0,1561.0,1.4,161.743,0.0
2.734,19.1,3370.0,435.0,0.397,52.5122,0.34
2.94,7.6,4869.0,686.0,0.776,59.7117,-0.09
2.62,23.5,4869.0,469.0,0.776,59.7117,-0.09
2.926,18.467,4600.0,1253.0,0.71,63.9262,-0.092
1.704,4.53,4552.0,871.0,0.678,27.5024,-0.284
2.587,9.6,4552.0,665.0,0.678,27.5024,-0.284
9.16894621,120.45696625,5995.0,995.3,1.142,142.488,0.01
9.71,116.0,6000.0,1022.0,1.109,142.488,-0.05
14.06727078,349.6112477,5842.0,1529.0,1.081,250.489,0.153
11.99363,301.9385,6261.0,1397.0,1.28,340.543,0.24
13.125739,211.99261,5570.0,1192.0,0.968,158.649,0.14
3.186,16.137,5626.0,1317.0,0.95,175.748,0.08
9.550068,55.30242,5710.0,1526.0,1.201,238.768,0.215
2.765,9.1,4435.0,941.0,0.734,77.2554,0.175
12.318691,241.86863,5226.0,1147.0,0.892,159.658,0.06
11.96,238.998,5230.0,1140.0,0.878,159.658,0.02
13.372337,383.30298,5850.0,1466.0,0.991,215.32,-0.15
13.775861,398.24099,5795.0,1466.0,1.049,215.32,0.06
14.134549,398.24099,5795.0,1467.0,1.049,215.32,0.06
13.977623,380.44251,5850.0,1470.0,0.98,215.32,-0.15
14.68379,603.55917,5650.0,1638.0,0.921,231.337,-0.19
14.627745,607.0553,5650.0,1630.0,0.929,231.337,-0.19
14.706208,615.95454,5650.0,1623.0,0.915,231.337,-0.19
20.28829,278.73691,6200.0,1861.0,1.292,515.98,0.14
19.626959,292.4036,6200.0,1785.0,1.394,515.98,0.14
20.602142,157.00802,6295.0,1795.0,1.45,515.98,0.28
19.447615,285.09351,6200.0,1805.0,1.339,515.98,0.14
13.383546,568.9157,5171.0,1480.0,0.901,360.313,0.2
16.634156,273.3338,6110.0,1800.0,1.243,393.072,0.23
16.735037,311.4734,6213.0,1830.0,1.265,393.072,0.17
11.960003,1004.3428,4675.0,972.0,0.752,140.998,0.03
18.94,645.17,6900.0,2190.0,1.57,364.411,-0.03
15.8,158.91,6400.0,1560.0,1.34,201.224,0.2
14.90794433,197.68926915,5990.0,1671.0,1.08,535.689,-0.2
17.127,473.547,6110.0,2508.0,1.22,375.647,0.06
12.745,404.263,5475.0,1516.0,1.076,185.932,0.32
10.76064,572.094,5070.0,900.0,0.89,169.272,0.28
12.162,611.797,6055.0,1140.0,1.192,352.181,-0.09
10.53646,38.1396,4430.0,770.0,0.69,64.7414,0.02
10.20019,168.4499,4800.0,960.0,0.77,124.73,0.0
11.09691,156.37236,4900.0,992.0,0.806,124.73,0.12
15.793481,150.96925,5890.0,1496.0,1.318,435.156,0.1
15.008851,562.24127,5940.0,2043.0,1.289,523.337,0.14
13.67495645,203.41018048,6250.0,1414.0,1.25,559.243,0.0
11.444,87.5585,6038.0,1001.0,1.129,157.963,-0.11
16.14096,163.36462,6410.0,1729.0,1.32,376.658,0.16
15.6926,390.9309,5650.0,1600.0,1.02,302.448,0.14
20.456425,454.4969,6250.0,2523.0,1.38,427.246,0.32
21.2971,467.2101,6360.0,2580.0,1.434,427.246,0.33
19.39157,444.962,6154.0,2510.0,1.17,427.246,0.21
20.389171,448.1403,6300.0,2601.0,1.35,427.246,0.3
16.510857,1541.4755,6450.0,1880.0,1.393,381.174,-0.05
20.904785,375.99289,6459.0,2358.0,1.353,269.898,0.13
14.773462,285.72917,5740.0,1520.0,1.166,197.996,0.18
13.89916,190.698,6050.0,1400.0,1.07,448.637,-0.02
10.76064,88.9924,5800.0,1480.0,1.12,216.526,0.17
15.35633,57.2094,5620.0,1400.0,1.08,159.507,-0.18
10.42437,317.83,5900.0,1100.0,1.0,301.462,0.15
17.127352,162.72896,5826.0,1531.0,1.22,227.537,0.0
9.97601,390.9309,5625.0,833.0,1.04,172.256,0.26
13.67498,85.8141,6030.0,1460.0,1.06,200.075,-0.18
10.09929161,136.0305582,4686.0,682.0,0.789,122.91,0.15
9.75183,130.3103,4775.0,763.0,0.8,122.91,0.22
1.841,6.26,4686.0,1329.0,0.789,122.91,0.15
13.56289,368.6828,5700.0,1790.0,1.16,559.084,0.29
15.46842,479.9233,6260.0,1742.0,1.41,275.587,-0.18
12.21781,387.7526,6272.0,1590.0,1.22,414.234,-0.09
8.9672,37.18611,5310.0,910.0,0.92,212.472,0.2
18.304297,2510.857,6475.0,2090.0,1.35,161.997,0.0
16.14096,775.5052,5260.0,1320.0,0.9,117.598,0.12
13.56289,854.9627,5900.0,1540.0,1.25,516.543,0.29
17.14977,266.9772,6010.0,2000.0,1.33,730.933,0.26
9.52765,139.8452,5200.0,1260.0,0.81,355.513,0.18
10.0881,282.8687,4900.0,1200.0,0.76,91.299,-0.04
12.498035,87.40325,5702.0,1404.0,1.044,436.098,0.092
8.092898,92.48853,5460.0,940.0,1.0,246.353,0.11
15.24421375,314.96795134,5750.0,1855.0,1.05,211.73,0.0
15.782272,188.15536,6405.0,1676.0,1.305,282.091,0.0
11.99363,2688.8418,6218.0,1460.0,1.394,527.995,0.156
12.66617,98.5273,5871.0,1290.0,1.077,453.099,0.1
17.37395,123.9537,5914.0,1700.0,1.336,610.176,0.34
10.76062147,198.96058278,4774.0,994.0,0.8,215.501,0.2
13.45077684,276.8285425,5660.0,1468.0,1.09,399.63,0.0
6.02802815,41.8,4987.0,934.5,0.8712,122.066,0.305
5.71659,40.68224,4910.0,970.0,0.842,122.066,0.24
11.937585,182.43442,5838.0,1339.0,1.26,334.037,0.34
11.99363,886.7457,6350.0,1590.0,1.38,524.993,0.24
15.46842,174.8065,6120.0,1850.0,1.41,715.383,0.22
13.652562,264.43456,5630.0,1389.0,0.98,194.134,0.07
12.21781,88.35674,5298.0,1119.0,0.87,288.326,0.27
12.811887,791.3967,6400.0,1557.0,1.39,343.08,0.16
11.209,1652.716,5300.0,910.0,0.95,310.841,0.28
13.473218,594.3421,5500.0,1638.0,0.97,261.386,-0.34
12.643752,676.9779,5806.0,1610.0,0.946,327.506,-0.01
14.12334,209.13214,5599.0,1624.0,1.248,602.236,0.33
7.06167,32.10083,6050.0,1270.0,1.19,114.173,0.19
17.71022,2542.64,7000.0,2329.0,1.59,423.552,0.1
16.8135,133.4886,6000.0,1340.0,1.08,303.941,-0.01
14.616536,178.30263,6110.0,1604.0,1.337,627.066,0.06
22.317119,154.46538,6650.0,1771.0,1.306,405.908,-0.19
21.18501,162.0933,6548.0,1740.0,1.354,405.908,-0.07
12.285064,508.528,5600.0,1422.0,0.93,305.603,0.22
10.98482,344.52772,5965.0,1642.0,1.171,757.84,0.04
17.59813,149.3801,6900.0,1740.0,1.49,538.11,-0.1
14.403565,1102.8701,5767.0,1842.0,1.092,232.98,0.259
13.4508,1172.7927,5800.0,1880.0,1.05,232.98,0.16
16.10730527,104.88337431,6399.0,1528.0,1.24,410.149,0.06
14.5717,413.179,6400.0,1490.0,1.3,410.149,0.09
13.540472,314.6517,6229.0,1571.0,1.212,539.36,0.15
16.869545,271.74465,5941.0,1721.0,1.345,568.42,0.164
17.71022,161.45764,5017.0,1142.0,0.876,176.818,0.25
21.74546,448.1403,8640.0,2402.0,1.93,427.678,-0.06
20.28829,527.5978,9360.0,2470.0,2.07,427.678,0.21
12.980022,3270.4707,6400.0,2392.0,1.256,123.483,0.0
13.89913607,3241.8497514,6432.0,2429.0,1.294,123.483,0.107
13.036067,3299.0754,6455.0,2413.0,1.274,123.483,0.0
13.89916,286.047,6600.0,1540.0,1.3,253.985,0.1
13.271456,95.03117,5839.0,1186.0,1.04,437.495,0.09
9.52765,47.03884,5638.0,1479.0,1.076,327.602,0.27
16.47723,159.55066,5313.0,1111.0,0.784,325.377,-0.31
14.90797,181.1631,6000.0,1480.0,1.23,663.231,0.12
14.01125,311.4734,5900.0,1160.0,1.12,279.35,-0.02
14.81827249,458.6263913,6850.0,1666.0,1.5,675.281,0.0
18.14733975,632.47852993,8000.0,3353.0,2.03,99.731,0.29
15.80469,362.3262,5503.0,2050.0,0.97,268.325,0.21
15.636555,354.06262,5440.0,2067.0,0.904,268.325,0.02
