pl_rade,pl_bmasse,st_teff,pl_eqt,st_mass,sy_dist,st_met
2.85,12.4,4491.0,694.0,0.711,107.518,-0.01
1.75,8.0,4503.0,1103.0,0.7,115.461,0.0
2.5,444.962,3830.0,2100.0,0.6,243.836,0.03
2.35,8.7,5942.0,871.0,0.989,101.321,-0.315
1.164,2.59,5185.0,1960.0,0.837,102.564,-0.06
2.12,21.3,5185.0,800.0,0.837,102.564,-0.06
11.209,126.49634,6154.0,1030.0,1.188,130.72,0.1
11.859122,123.00021,5888.0,1001.0,1.039,130.72,0.051
1.343,11.26,5033.0,1121.0,0.79,67.5062,-0.09
1.281,12.81,5033.0,790.0,0.79,67.5062,-0.09
2.358,21.14,5033.0,523.0,0.79,67.5062,-0.09
18.405178,392.83788,6099.0,1838.0,1.23,314.995,0.0
16.06246934,434.15360396,6180.0,1759.0,1.256,314.995,0.337
16.19697711,433.20011874,6360.0,1828.0,1.263,314.995,0.137
18.49485,508.528,6257.0,1884.0,1.28,314.995,0.14
14.5717,273.3338,5630.0,1587.0,1.19,537.963,0.34
5.68,21.0,5743.0,767.0,1.12,170.562,0.42
7.82,27.0,5743.0,606.0,1.12,170.562,0.42
3.44,24.5,3207.0,494.0,0.2634,44.9565,0.15
17.396368,451.3186,6367.0,1957.0,1.39,663.834,-0.14
18.41635529,546.66486004,6860.0,2090.0,1.637,663.834,0.334
9.52763359,59.75174052,5445.0,1046.0,1.09,213.283,0.36
9.26982704,68.96876432,5490.0,1036.0,1.107,213.283,0.372
9.50521563,67.69745069,5503.0,1030.0,1.266,213.283,0.384
9.52765,70.87609,5537.0,1080.0,1.1,213.283,0.36
2.41,14.9,5368.0,470.0,0.88,162.481,-0.08
2.41,14.8,5368.0,470.0,0.88,162.481,-0.08
1.70824866,7.3418362,5420.0,1366.0,0.901,138.671,0.033
3.3,11.26782377,4285.0,1515.0,0.686,77.5586,-0.12
0.705,0.29013072,4285.0,664.5,0.686,77.5586,-0.12
2.93,8.9,4285.0,538.3,0.686,77.5586,-0.12
2.73,14.3,4285.0,490.1,0.686,77.5586,-0.12
4.48,30.9,5248.0,902.0,0.866,249.645,0.13
7.5,37.1,5500.0,787.0,1.03,391.537,0.33
2.59,9.68,4975.0,1088.9,0.83,154.961,0.0
3.53,15.68,4975.0,741.4,0.83,154.961,0.0
2.48,6.5,4975.0,619.9,0.83,154.961,0.0
1.95,10.7,4975.0,500.9,0.83,154.961,0.0
9.494023,100.11645,5695.0,804.0,1.056,158.335,0.2
11.209,194.82979,5222.0,1076.0,0.864,178.475,0.0
13.33871,232.0159,5358.0,1171.0,0.94,178.475,0.16
3.06,10.9,6302.0,1230.0,1.194,272.909,-0.06
11.276254,246.00042,6302.0,676.0,1.194,272.909,-0.06
2.63,24.5,5725.0,795.0,1.0,114.293,0.07
10.054473,106.47305,4444.0,852.0,0.74,232.801,0.14
2.25,6.47,3835.0,513.0,0.62,44.0727,-0.01
2.078,5.11,3844.0,501.3,0.549,44.0727,-0.157
1.582,2.68,3844.0,371.8,0.549,44.0727,-0.157
1.69,3.3,3835.0,381.0,0.62,44.0727,-0.01
1.458,2.2,3844.0,305.2,0.549,44.0727,-0.157
1.62,1.6,3835.0,312.0,0.62,44.0727,-0.01
13.405964,198.00809,5581.0,1185.0,0.984,333.042,0.136
11.646151,184.02357,5425.0,1092.0,0.9,333.042,-0.15
11.982421,187.20187,5575.0,1203.0,0.917,333.042,0.06
5.13,16.5,5275.0,817.0,0.856,157.682,-0.02
5.299,15.0,5271.0,837.0,0.83,157.682,-0.06
3.01,12.1,5275.0,619.0,0.856,157.682,-0.02
3.134,8.1,5271.0,634.0,0.83,157.682,-0.06
3.43,10.3,5275.0,537.0,0.856,157.682,-0.02
3.484,6.7,5271.0,550.0,0.83,157.682,-0.06
1.212,2.1,5271.0,1066.0,0.83,157.682,-0.06
8.675766,82.6358,5282.0,650.0,0.901,233.237,0.098
15.13215,559.3808,6132.0,1742.0,1.281,348.646,0.24
15.434793,539.67534,6149.0,1715.0,1.226,348.646,0.0
1.43,3.9,4916.0,1224.0,0.79,109.749,-0.09
3.2,7.8,4916.0,788.0,0.79,109.749,-0.09
1.54,7.3,5731.0,1266.0,1.03,192.69,0.26
1.55,12.0,5757.0,1184.0,1.07,192.69,0.28
1.655,7.7,5705.0,1310.0,1.054,192.69,0.235
2.29,8.3,5731.0,916.0,1.03,192.69,0.26
2.42,9.9,5757.0,858.0,1.07,192.69,0.28
2.49,7.4,5705.0,949.0,1.054,192.69,0.235
5.71,39.8,4912.0,1670.0,1.192,307.47,0.43
1.015,7.5,3173.0,412.4,0.1635,21.8182,-0.13
10.55,196.0,3711.0,377.0,0.562,268.685,-0.11
7.655747,135.39558,5500.0,1400.0,0.97,491.87,0.01
2.49,21.3,5887.0,1372.0,1.11,513.877,-0.047
4.09,9.2,5897.0,1022.0,1.066,256.011,0.035
13.45077684,174.48779544,4673.0,1566.0,1.17,878.43,0.328
5.06645928,34.00763955,6260.0,1185.0,1.246,518.625,-0.044
4.3,32.2,6120.0,1102.0,1.074,518.625,-0.2
11.88151954,276.51071409,6069.0,1184.0,1.44,519.229,0.2
15.681391,215.80657,5948.0,1377.0,1.112,188.404,0.09
15.35633,61.97685,5370.0,1712.0,1.438,99.1596,0.18
19.95202,301.9385,6279.0,1800.0,1.591,368.03,0.19
19.537287,408.09372,5720.0,1970.0,1.239,250.121,0.32
17.03768,380.12468,5802.0,1904.0,1.178,250.121,0.326
16.174587,289.2253,6003.0,1642.0,1.181,324.683,0.047
15.860735,874.0325,6236.0,2453.0,1.211,444.586,-0.002
17.093725,416.3573,7454.0,2087.0,1.635,226.5,-0.018
17.59813,375.0394,6670.0,2085.0,1.524,321.376,0.09
21.40919,1293.5681,7500.0,1935.0,1.62,300.276,-0.12
20.51247,5403.11,8980.0,2260.0,1.89,136.426,-0.02
19.514869,1074.90106,8720.0,2262.0,1.76,136.426,-0.29
17.777474,1242.7153,7598.0,2051.0,1.458,470.878,-0.405
14.829507,298.12454,5899.0,1561.0,0.944,126.261,-0.105
14.257848,1646.3594,6509.0,1459.0,1.46,96.5173,0.186
12.71098411,1458.83238813,6426.0,1391.0,1.268,96.5173,0.138
15.24421375,1334.8793094,6415.0,1473.0,1.3,96.5173,0.09
15.076,469.415,6306.0,1816.0,1.278,210.252,0.044
19.044091,286.68266,6206.0,1823.0,1.201,218.05,-0.116
13.372,136.661,6102.0,1313.0,1.085,240.726,-0.281
17.183397,406.8224,6789.0,2048.0,1.535,136.681,0.139
20.84874,275.55861,5754.0,1675.0,1.211,197.572,0.272
21.196219,915.3504,10170.0,4050.0,2.52,204.455,-0.03
16.948008,2949.4624,7650.0,2550.0,1.72,519.096,0.2
11.09691,613.4119,5830.0,347.0,1.01,921.986,0.16
0.51,99.2,3515.0,1180.0,0.41,172.245,0.1
1.71,10.5,6182.0,1486.0,1.277,477.052,0.0228
4.32,15.6,6182.0,1012.0,1.277,477.052,0.0228
11.27,106.0,6182.0,806.0,1.277,477.052,0.0228
6.56,35.0,6182.0,584.0,1.277,477.052,0.0228
11.54527,346.4347,5165.0,1459.0,0.892,262.706,0.22
1.47,3.33,5708.0,2169.0,0.91,185.506,-0.15
1.4807089,4.608535,5627.0,2130.0,0.913,185.506,-0.15
1.47,3.26,5708.0,2188.0,0.91,185.506,-0.15
1.46,4.6,5643.0,2160.0,0.913,185.506,-0.15
1.416,4.56,5627.0,1833.0,0.895,185.506,-0.15
2.35,17.2,5708.0,584.0,0.91,185.506,-0.15
2.227,20.0,5627.0,485.0,0.895,185.506,-0.15
2.355,11.4,5708.0,578.0,0.91,185.506,-0.15
5.77,51.1,5667.0,1513.0,1.17,927.981,0.33
1.25,3.78,5667.0,1413.0,1.17,927.981,0.33
0.46,1.1,4909.0,857.0,0.803,107.796,0.11
0.567,1.7,4909.0,777.0,0.803,107.796,0.11
1.154,3.0,4909.0,686.0,0.803,107.796,0.11
2.17,4.7,4909.0,590.0,0.803,107.796,0.11
0.861,4.3,4909.0,495.0,0.803,107.796,0.11
3.486,9.8,6009.0,973.0,1.212,494.832,0.16
5.45,38.0,6009.0,434.0,1.212,494.832,0.16
1.536,3.8,5854.0,1592.0,1.238,525.997,0.321
1.536,3.51,5854.0,1593.0,1.238,525.997,0.321
1.597,9.39,5854.0,1379.0,1.238,525.997,0.321
1.597,10.0,5854.0,1378.0,1.238,525.997,0.321
0.86,3.8,5854.0,1173.0,1.238,525.997,0.321
0.86,7.7,5854.0,1173.0,1.238,525.997,0.321
2.903,8.6,5854.0,955.0,1.238,525.997,0.321
2.903,14.1,5854.0,955.0,1.238,525.997,0.321
2.49,4.9,5950.0,1276.0,1.094,474.861,-0.02
2.65,8.2,5950.0,859.0,1.094,474.861,-0.02
7.0840758,222.4798849,5914.0,352.2,1.118,657.223,0.237
8.059,29.875,6150.0,984.0,1.129,1455.57,-0.04
12.341,584.78,6150.0,704.0,1.129,1455.57,-0.04
19.660586,137.30256,5947.0,1480.0,1.166,881.386,0.07
19.122554,136.6669,5947.0,1485.0,1.157,881.386,0.07
0.64,0.07,3841.0,452.0,0.535,66.8624,-0.18
1.51,2.3,3841.0,410.0,0.535,66.8624,-0.18
1.51,2.1,3841.0,345.0,0.535,66.8624,-0.18
14.448401,221.20968,5595.0,1251.0,1.08,739.412,0.36
12.419572,1678.1424,6145.0,387.9,1.196,397.292,0.119
9.180171,158.915,5597.0,206.0,1.011,568.117,-0.088
2.213,5.4,6148.0,938.0,1.03,213.26,-0.24
5.02,48.6,5731.0,651.0,1.03,185.875,0.19
3.87,17.0,5100.0,243.0,0.841,410.607,-0.12
10.16,321.00669107,4884.0,134.4,0.777,341.908,0.02
14.68,778.65,5781.0,1570.0,1.04,720.753,0.26
14.68379,743.7222,5781.0,1712.0,1.066,720.753,0.26
11.94877343,1322.16617312,5746.0,253.8,1.132,835.455,0.196
0.853,2.4,6104.0,1299.0,1.187,259.935,0.01
2.209,6.1,5541.0,851.0,0.936,218.562,-0.13
1.868,9.7,5495.0,1105.0,0.948,282.563,0.07
1.773,9.7,5495.0,1187.0,0.929,282.563,0.07
1.91,8.7,5455.0,1014.0,0.912,282.563,0.01
3.07,16.1,5455.0,713.0,0.912,282.563,0.01
2.894,11.1,5495.0,828.0,0.929,282.563,0.07
3.047,12.75,5495.0,772.0,0.948,282.563,0.07
2.606,13.4,5495.0,430.0,0.929,282.563,0.07
2.75,20.1,5455.0,369.0,0.912,282.563,0.01
2.744,10.07,5495.0,401.0,0.948,282.563,0.07
0.868,3.08,5466.0,1040.0,0.912,282.563,0.02
0.821,0.76,5495.0,1004.0,0.929,282.563,0.07
0.952,1.4,5495.0,681.0,0.929,282.563,0.07
1.03,14.3,5466.0,705.0,0.912,282.563,0.02
1.639,5.08,6305.0,2025.0,1.408,108.522,-0.03
1.639,7.5,6305.0,2015.0,1.408,108.522,-0.03
1.6354,10.4,6131.0,1956.0,1.34,108.522,-0.15
2.38,36.0,5518.0,262.0,0.97,194.642,-0.29
2.1,9.1,5596.0,279.0,0.857,194.642,-0.255
1.381,3.9,6004.0,1838.0,1.015,454.883,-0.14
1.57,6.8,6004.0,1431.0,1.015,454.883,-0.14
1.486,4.45,5911.0,978.0,1.071,527.956,-0.2
3.679,8.08,5911.0,928.0,1.071,527.956,-0.2
0.3098,0.79,5357.0,718.0,0.79,63.9207,-0.36
0.755,1.3,5357.0,615.0,0.79,63.9207,-0.36
2.03,2.0,5357.0,499.0,0.79,63.9207,-0.36
4.3,122.0,5623.0,475.0,0.941,1174.59,-0.11
13.68,5720.7,6260.0,905.0,1.1,1057.41,-0.29
13.9,6388.1,6350.0,897.0,1.29,1057.41,0.1
12.240228,5689.157,6260.0,851.0,1.08,1057.41,-0.29
4.002,24.472,5857.0,1650.0,1.223,487.916,0.17
4.124912,23.83725,5857.0,1620.0,1.173,487.916,0.17
14.23543,673.7996,6510.0,1666.0,1.42,2305.01,0.1
16.14096,686.5128,6510.0,1744.0,1.46,2305.01,0.1
13.11,699.2,6510.0,1620.0,1.48,2305.01,0.1
1.199,6.0,5421.0,438.0,0.913,68.173,0.05
11.65736,177.9848,5620.0,1770.0,1.12,1093.08,0.29
14.46,177.98,5750.0,1790.0,1.15,1093.08,0.38
9.550068,156.69019,5660.0,1554.0,0.939,1093.08,-0.09
9.98,174.8,5620.0,1730.0,1.12,1093.08,0.29
15.031269,299.07803,5750.0,1850.0,1.167,1086.24,0.27
13.361,189.101,5560.0,1605.0,0.85,758.753,-0.1
10.962,79.45,5170.0,1070.0,0.93,646.647,0.24
12.22,108.06,5725.0,1300.0,0.91,843.695,-0.21
13.79,92.17,5800.0,1100.0,0.96,1017.8,-0.19
12.11,403.63,5150.0,1070.0,0.87,686.284,0.09
13.45,1026.55,6041.0,1637.0,1.32,1005.84,0.33
13.0,994.77,6050.0,1628.0,1.27,1005.84,0.4
13.663771,1026.5909,6041.0,1620.0,1.32,1005.84,0.33
12.498035,982.0947,6041.0,1603.0,1.24,1005.84,0.33
16.25,896.24,6360.0,1776.0,1.46,1878.31,-0.01
12.67,908.96,5977.0,1000.0,1.198,1222.54,0.25
22.31,266.97,6161.0,1729.0,1.538,1418.77,-0.18
13.9,324.17,5757.0,1603.0,1.19,1188.0,0.26
12.22,317.82,5800.0,1544.0,1.12,1188.0,0.15
13.4508,327.3649,5757.0,1568.0,1.21,1188.0,0.26
11.197791,158.915,3820.0,787.0,0.57,381.949,0.2
10.76,160.497,3820.0,1000.0,0.59,381.949,0.28
2.37,5.4,5687.0,916.0,1.03,230.869,0.32
9.057,1907.0,5155.0,543.0,0.902,777.06,0.41
16.04,671.864,6297.0,1868.0,1.374,899.777,0.04
15.984034,670.93913,6297.0,1750.0,1.374,899.777,0.04
13.56289,648.3732,6297.0,1692.0,1.296,899.777,0.04
2.215,12.9,5534.0,417.0,0.892,155.956,-0.09
2.215,10.6,5547.0,380.0,0.892,155.956,-0.03
8.373123,308.2951,5820.0,387.6,1.048,307.318,-0.01
4.74139884,116.00736855,5191.0,1089.0,0.889,728.525,0.152
11.57887706,2129.4503269,5191.0,251.0,0.889,728.525,0.152
14.616536,212.31044,5647.0,1460.0,1.209,587.039,0.34
13.103321,201.18639,5647.0,1451.0,1.114,587.039,0.34
14.83,212.619,5647.0,1500.0,1.209,587.039,0.34
1.31,9.0,4925.0,750.0,0.69,300.874,-0.37
0.54,4.0,4925.0,578.0,0.69,300.874,-0.37
1.95,14.0,4925.0,510.0,0.69,300.874,-0.37
1.61,36.0,4925.0,270.0,0.69,300.874,-0.37
1.41,35.0,4925.0,208.0,0.69,300.874,-0.37
2.31,8.3,5793.0,1280.0,1.079,144.166,0.12
2.357,8.03,5847.0,1275.0,1.057,144.166,0.11
0.979,1.3,5847.0,1052.0,1.057,144.166,0.11
16.567,137.615,5933.0,1540.0,1.347,922.562,0.11
18.180998,140.16303,5933.0,1630.0,1.359,922.562,0.11
18.483641,143.97699,5933.0,1619.0,1.413,922.562,0.11
17.956818,135.07775,5933.0,1621.0,1.28,922.562,0.11
10.76,200.22,6000.0,1078.0,1.18,1177.55,0.42
14.8,216.12,6050.0,1250.0,1.4,1177.55,0.34
11.77,3209.9,5200.0,767.0,0.91,835.356,0.3
11.55,3146.4,5330.0,850.0,0.88,835.356,-0.07
15.24424,638.8383,6409.0,2140.0,1.2,822.96,-0.1
10.761,136.661,5520.0,1440.0,0.95,639.411,0.2
1.201,1.68,5058.0,2223.0,0.779,124.376,-0.18
1.173,1.86,5058.0,2250.0,0.758,124.376,-0.18
15.906,191.643,6213.0,1764.0,1.213,1021.87,-0.055
15.479629,187.5197,6213.0,1662.0,1.23,1021.87,-0.055
15.871944,187.5197,6213.0,1680.0,1.213,1021.87,-0.055
8.08167508,298.75870258,5950.0,362.7,1.259,822.134,0.145
13.49,324.2,5600.0,478.0,1.1,1232.9,-0.17
6.14,6.4,5600.0,403.0,1.1,1232.9,-0.17
15.322703,257.4423,4550.0,2040.0,1.31,1294.69,0.11
1.478,4.02,5655.0,1037.0,1.0,95.9115,-0.15
1.478,3.8,5669.0,1037.0,0.911,95.9115,-0.18
1.478,4.66,5669.0,1133.0,0.911,95.9115,-0.18
1.39,4.6,3800.0,965.0,0.62,25.1496,0.04
1.63,4.07,3842.0,998.0,0.614,25.1496,-0.03
0.85,0.4,3415.0,627.0,0.273,10.6194,-0.46
0.8,1.01,3412.0,610.0,0.312,10.6194,-0.5
1.385,2.22,3415.0,553.0,0.273,10.6194,-0.46
1.35,2.42,3412.0,517.0,0.312,10.6194,-0.5
1.521,1.94,3415.0,416.0,0.273,10.6194,-0.46
1.57,2.31,3412.0,409.0,0.312,10.6194,-0.5
1.727,6.98,3216.0,235.0,0.179,14.9861,-0.24
1.73,5.6,3096.0,226.0,0.1844,14.9861,-0.15
1.43,6.65,3131.0,230.0,0.146,14.9861,-0.24
1.635,6.38,2988.0,378.9,0.191,14.9861,-0.262
1.272,1.91,3096.0,422.0,0.1844,14.9861,-0.15
1.282,1.81,3216.0,438.0,0.179,14.9861,-0.24
1.169,1.76,2988.0,708.9,0.191,14.9861,-0.262
1.242,2.33,3381.0,595.0,0.236,18.2276,-0.13
1.088,8.7,3643.0,617.0,0.502,29.8424,-0.12
4.7,30.8,3950.0,700.0,0.59,52.616,0.41
2.438,7.1,2960.0,324.4,0.139,26.4927,-0.09
1.032,0.9,2960.0,395.5,0.139,26.4927,-0.09
1.32,13.2,2850.0,396.0,0.118,32.4298,-0.028
1.367,25.3,2850.0,272.0,0.118,32.4298,-0.028
1.38,2.2,3337.0,433.0,0.256,6.86929,-0.34
1.305,2.87,3340.0,424.0,0.257,6.86929,-0.34
1.147,1.54,3340.0,508.0,0.257,6.86929,-0.34
1.332,2.62,3331.0,892.0,0.401,21.9814,0.28
1.35,2.34,3360.0,1000.0,0.379,21.9814,0.09
1.325,2.46,3358.0,903.0,0.381,21.9814,0.06
2.42,6.29,3360.0,397.0,0.379,21.9814,0.09
2.39,8.04,3358.0,359.0,0.381,21.9814,0.06
2.3,8.6,3331.0,353.0,0.401,21.9814,0.28
4.72,29.32,5480.0,1978.0,1.02,80.4373,0.25
4.72,29.32,5443.0,1978.0,0.77,80.4373,0.27
16.8135,1175.971,7554.0,2570.0,1.72,182.273,0.0
17.14977,985.273,7800.0,2100.0,1.75,170.696,0.0
14.90797,258.07796,3916.0,790.0,0.617,218.121,0.0
9.157753,109.33352,5050.0,435.0,0.862,190.422,0.22
11.747032,66.10864,5690.0,1257.0,1.021,446.442,-0.03
12.800678,1538.2972,5819.0,1605.0,1.3,647.595,0.25
4.976796,29.24036,5187.0,1143.0,0.898,322.148,0.1
12.32987877,238.68913366,5600.0,1146.0,0.995,786.485,0.15
14.57167491,211.99154747,5550.0,1177.0,1.002,898.168,0.35
13.89913607,242.82090295,5650.0,1457.0,1.025,1040.28,0.15
13.56286665,129.99181846,5610.0,1381.0,1.003,1096.19,0.15
17.878355,235.1942,6478.0,1468.0,1.64,356.391,-0.06
11.99360935,947.12865286,5980.0,688.0,1.47,382.898,0.15
14.90794433,750.07504052,4660.0,1357.0,0.72,592.891,-0.26
14.20177855,194.82881349,6057.0,1327.0,1.01,1074.95,-0.26
13.60770257,165.27077164,5820.0,1499.0,1.26,683.062,0.27
11.46678726,203.09235207,5321.0,1101.0,0.91,521.233,0.12
14.88552637,92.80589484,5550.0,1331.0,0.96,1093.69,0.2
15.64773706,188.47224535,5700.0,1783.0,1.07,942.122,0.0
10.40193409,305.11527072,5455.0,500.0,0.94,238.377,-0.03
18.38272835,1153.71711741,7437.0,1991.0,1.6,437.855,-0.11
3.18,20.6,5143.0,1650.0,0.75,280.555,-0.28
12.733424,72.78307,4987.0,952.0,0.661,306.779,0.12
14.863134,425.57437,4730.0,1283.9,0.767,308.262,0.11
12.21781,295.5819,5241.0,1345.0,0.89,428.976,0.24
11.99363,921.707,6330.0,1448.0,1.34,609.128,0.31
19.27948,216.1244,6075.0,1702.0,1.277,1344.97,0.28
12.072093,171.6282,5044.0,1034.0,0.833,1068.33,0.19
11.332299,174.8065,5044.0,1019.0,0.846,1068.33,0.19
12.453199,394.1092,4804.0,1355.0,0.768,566.459,0.15
12.195392,390.9309,4790.0,1342.0,0.755,566.459,0.09
13.45,375.02,6210.0,2013.0,1.305,2012.62,0.37
13.775861,371.8611,6210.0,1991.0,1.29,2012.62,0.37
14.01125,371.8611,6210.0,2017.0,1.297,2012.62,0.37
16.47723,336.8998,5924.0,1550.0,1.187,2501.75,0.37
14.145758,238.3725,6325.0,1686.0,1.312,1515.26,0.11
18.091326,1379.3822,6933.0,2039.0,1.42,1627.63,-0.05
18.304297,1398.452,6933.0,2034.0,1.427,1627.63,-0.05
6.18,169.0,6407.0,481.0,1.528,1033.16,0.21
9.33708092,87.08498352,5734.0,295.1,0.966,343.863,0.017
12.800678,410.95419,4910.0,1388.0,0.818,185.615,0.2
13.22662,422.7139,4910.0,1389.0,0.85,185.615,0.2
12.811887,411.27202,5013.0,1418.0,0.838,185.615,0.171
17.295487,233.92288,6124.0,1955.0,1.156,559.068,0.016
14.056,792.635,4645.0,1344.0,0.743,181.374,0.02
12.823,790.41,4645.0,1292.0,0.74,181.374,0.02
12.285064,1369.8473,6007.0,1681.0,1.145,735.601,-0.041
12.722215,1938.763,5215.0,1385.0,0.896,329.036,0.103
12.408363,1373.0256,5747.0,1415.0,1.128,367.658,0.377
11.903958,212.31044,5052.0,1006.0,0.822,100.848,-0.025
19.0553,597.5204,6387.0,2053.0,1.409,705.981,0.276
14.403565,117.91493,5738.0,1457.0,1.029,281.498,0.025
11.309881,378.2177,4309.0,1134.0,0.719,213.771,0.252
7.22979255,147.15455244,5844.0,703.0,1.035,189.875,0.156
12.520453,617.22586,5788.0,974.0,1.026,306.063,0.14
12.18416202,1379.37528638,5756.0,805.5,1.082,93.7345,0.318
13.31626907,1017.0509024,3572.0,872.0,0.563,90.5369,0.323
11.5004142,4049.13390518,5757.0,517.2,1.01,253.385,0.14
2.87,16.9,6146.0,1135.0,1.204,129.804,0.14
2.265,10.15,5328.0,1077.0,0.94,82.1733,0.14
2.587,13.5,4734.0,784.0,0.748,68.0726,0.05
2.651,2.5,4734.0,634.0,0.748,68.0726,0.05
1.791,9.95,3875.0,1323.0,0.604,61.4592,-0.08
14.57167491,1064.72516345,6311.0,1728.0,1.35,281.314,-0.1
3.56,19.28,4350.0,632.17,0.712,58.2609,0.3
3.66,19.8,4360.0,825.0,0.745,58.2609,0.11
16.8135,309.56642,4250.0,637.0,0.684,58.2609,0.2
13.32,325.69,4350.0,497.7,0.712,58.2609,0.3
13.0,336.0,4360.0,650.0,0.745,58.2609,0.11
9.02,51.42,6122.0,1198.9,1.125,114.048,0.0
1.9,31.0,5805.0,1216.0,1.0404,84.5362,0.075
2.76948277,7.6,5805.0,965.39,1.0404,84.5362,0.075
4.62115423,12.3,5805.0,766.21,1.0404,84.5362,0.075
2.5456702,24.0,5805.0,669.11,1.0404,84.5362,0.075
3.73591482,32.0,5805.0,598.11,1.0404,84.5362,0.075
2.53,12.2,5805.0,574.0,1.0404,84.5362,0.075
9.01941098,28.3,5415.0,868.95,0.945,132.353,0.191
9.19,27.4,5350.0,868.0,0.911,132.353,0.139
2.5064654,32.0,5158.0,713.83,0.8425,94.6375,-0.002
3.03617429,10.0,4804.0,638.18,0.7795,72.0238,0.067
16.1966394,377.0,6046.0,1942.12,1.4577,302.819,0.395
2.40974309,6.8,4617.0,715.47,0.7271,58.5946,0.017
8.71664516,120.0,5394.0,1264.29,0.9835,149.667,0.348
8.5972882,144.92975359,5446.0,1391.0,1.007,149.667,0.29
10.5140239,75.96098927,5710.0,1486.0,1.23,248.427,0.44
2.415,6.28,3476.0,703.0,0.512,37.8871,0.05
2.91,1112.3994245,5592.0,440.0,0.93,138.411,0.06
3.65,15.4,3553.0,329.6,0.485,27.6227,0.041
1.694,5.9,3997.0,775.0,0.63,39.6345,0.33
1.738,6.91,3872.0,754.0,0.64,39.6345,0.05
2.37611439,6.6,4722.0,714.86,0.7528,102.551,0.034
3.01,8.1,5151.0,955.0,0.87,169.422,0.17
2.51,8.8,5151.0,860.0,0.87,169.422,0.17
2.45109846,9.1,5213.0,862.49,0.8889,169.422,0.168
3.43139739,5.4,5213.0,587.77,0.8889,169.422,0.168
3.51,5.3,5151.0,586.0,0.87,169.422,0.17
3.5141875,14.5,5213.0,463.98,0.8889,169.422,0.168
3.78,14.8,5151.0,462.0,0.87,169.422,0.17
6.8084859,27.4,5205.0,952.09,0.9042,168.735,0.223
3.2710301,11.9,5497.0,726.89,1.0062,139.49,0.297
2.726,9.5,5320.0,1037.0,0.859,111.059,-0.02
2.759,6.63,5320.0,827.8,0.859,111.059,-0.02
2.93,13.6,5320.0,638.1,0.859,111.059,-0.02
11.45557828,140.16232749,4775.0,963.0,0.744,118.106,-0.5
2.34,8.6,4227.0,860.0,0.66,73.5977,-0.1
2.41,8.56,4227.0,871.0,0.679,73.5977,-0.1
2.82,11.8,4227.0,643.0,0.66,73.5977,-0.1
2.76,13.2,4227.0,651.0,0.679,73.5977,-0.1
3.12,11.84,4227.0,499.0,0.679,73.5977,-0.1
2.52,4.46,3563.0,415.0,0.437,36.0118,-0.109
2.458,15.9,3573.0,410.0,0.437,36.0118,-0.08
2.37,13.5,3600.0,413.0,0.45,36.0118,-0.5
2.62,4.23,3618.0,425.0,0.431,36.0118,-0.195
1.673,6.4,3573.0,347.1,0.437,36.0118,-0.08
1.56,2.2,3600.0,344.0,0.45,36.0118,-0.5
1.98,3.17,3563.0,346.0,0.437,36.0118,-0.109
2.13,2.88,3618.0,354.0,0.431,36.0118,-0.195
9.1,96.4,5300.0,918.9,0.96,109.557,0.36
2.40144286,6.4,5499.0,1004.9,0.9027,172.138,-0.049
4.14,24.6,4985.0,961.0,0.851,137.572,0.17
4.13204907,27.0,5065.0,975.0,0.8772,137.572,0.182
11.09689089,70.55790635,5690.0,1211.0,1.06,177.118,0.07
2.66146528,10.6,5457.0,759.0,0.8784,107.055,-0.079
4.96846551,44.1,5388.0,1203.44,0.9552,114.865,0.257
5.24,42.0,5225.0,1266.0,0.89,114.865,0.07
10.12369881,63.9,5718.0,1392.74,1.1578,332.648,0.283
15.69257298,451.31633794,6280.0,2360.0,1.38,388.227,0.26
14.11645916,95.3,5567.0,1414.84,1.1576,323.265,0.405
13.79825524,94.71286529,5603.0,1562.0,1.17,323.265,0.44
9.42675277,113.14691289,5889.0,1388.0,1.44,319.036,0.49
9.65807033,99.0,5752.0,1278.0,1.2187,319.036,0.397
3.42,22.4,5397.0,1395.0,0.97,163.678,0.16
15.647764,753.2571,6274.0,1679.0,1.464,200.492,0.119
1.81434694,12.2,5493.0,1698.5,0.9279,147.476,0.017
1.8,11.1,5464.0,1400.0,0.913,147.476,0.04
1.6,6.4,5464.0,1000.0,0.913,147.476,0.04
1.67761121,9.0,5493.0,950.08,0.9279,147.476,0.017
6.2163865,45.8,5735.0,615.03,1.0363,146.858,0.149
6.05284958,47.03860424,5793.0,676.4,1.038,146.858,0.164
3.10083009,12.5,4635.0,1236.7,0.7941,72.7512,0.328
1.19880592,2.0,4115.0,976.4,0.6045,32.4778,0.012
1.62,3.48,4884.0,1517.0,0.798,55.0135,0.08
11.89,25.1,5510.0,957.0,0.987,201.918,0.28
3.96,9.0,5840.0,867.0,0.981,155.141,-0.09
3.93681551,12.1,5811.0,789.51,0.9903,155.141,-0.028
16.70138124,991.62462984,7690.0,2370.0,1.9,148.925,0.09
2.43471042,10.4,5986.0,794.23,1.012,103.297,-0.159
4.2427861,38.5,5841.0,748.4,1.2313,230.306,0.226
2.30381001,30.0,5224.0,520.66,0.7663,85.8034,-0.294
1.41792246,3.58,5460.0,2130.02,0.9513,125.463,0.146
2.749,19.5,3412.0,426.0,0.372,73.3345,0.37
